일시,평균기온
2023-01-01,-1.855012793549399
2023-01-02,-1.6915650698381341
2023-01-03,-1.5596497839847343
2023-01-04,0.10126005937174654
2023-01-05,0.2404408812576908
2023-01-06,0.01752968341386829
2023-01-07,0.0637052017208819
2023-01-08,0.08536904993237515
2023-01-09,-0.46164066486937383
2023-01-10,0.31274620971600364
2023-01-11,-0.7299249253534565
2023-01-12,-1.1016046685438283
2023-01-13,-1.0475685671708748
2023-01-14,0.39421341015983025
2023-01-15,0.5244060828936301
2023-01-16,0.1761061737725056
2023-01-17,0.26367536858690643
2023-01-18,0.20263175176516723
2023-01-19,-0.41326722845059516
2023-01-20,0.36251525825298025
2023-01-21,-0.42797829582016966
2023-01-22,-0.6066829978708401
2023-01-23,-0.5092668961009028
2023-01-24,0.8661705504233517
2023-01-25,0.9984907885645424
2023-01-26,0.5641736741979879
2023-01-27,0.6324392100111738
2023-01-28,0.5529915106301756
2023-01-29,-0.027913982767327317
2023-01-30,0.8023771013802272
2023-01-31,0.09615291704321038
2023-02-01,-0.0013666817271115184
2023-02-02,0.23077849453291743
2023-02-03,1.550991185741977
2023-02-04,1.7165827945971457
2023-02-05,1.2472725441046224
2023-02-06,1.275468803712003
2023-02-07,1.188504180965094
2023-02-08,0.6978552121797796
2023-02-09,1.5613984276849049
2023-02-10,0.973240795032397
2023-02-11,0.9724434189647727
2023-02-12,1.3374243994445802
2023-02-13,2.5806185913870214
2023-02-14,2.776000101794993
2023-02-15,2.288422308011939
2023-02-16,2.276767739785904
2023-02-17,2.184365955081969
2023-02-18,1.7899856301145014
2023-02-19,2.6663852290392387
2023-02-20,2.2147527580796535
2023-02-21,2.3044596504177965
2023-02-22,2.784961740425217
2023-02-23,3.9276744883366836
2023-02-24,4.145970342480169
2023-02-25,3.655233784926995
2023-02-26,3.6051147115231656
2023-02-27,3.509504290210335
2023-02-28,3.2145497177708986
2023-03-01,4.08313806506054
2023-03-02,3.7823892257882643
2023-03-03,3.953759626959463
2023-03-04,4.5291687338283655
2023-03-05,5.551005734584393
2023-03-06,5.784703675066184
2023-03-07,5.305931828384228
2023-03-08,5.219855753198571
2023-03-09,5.123347844368679
2023-03-10,4.9280432433046535
2023-03-11,5.768488493205883
2023-03-12,5.628481575833015
2023-03-13,5.870324794071684
2023-03-14,6.517349155727697
2023-03-15,7.401567168182772
2023-03-16,7.642741891399224
2023-03-17,7.190629210929336
2023-03-18,7.072145476302668
2023-03-19,6.97706563017632
2023-03-20,6.878710886652114
2023-03-21,7.67161167316519
2023-03-22,7.697438822901113
2023-03-23,7.996554633166244
2023-03-24,8.689921886323585
2023-03-25,9.423901044360163
2023-03-26,9.66444881623944
2023-03-27,9.252831898327205
2023-03-28,9.106422191417774
2023-03-29,9.015042066327764
2023-03-30,9.008107030495573
2023-03-31,9.735556793963006
2023-04-01,9.927419230420085
2023-04-02,10.268995465285403
2023-04-03,10.982204216399714
2023-04-04,11.557796947834273
2023-04-05,11.78967424305032
2023-04-06,11.431130363090606
2023-04-07,11.262072436957428
2023-04-08,11.17654343963089
2023-04-09,11.252844753213573
2023-04-10,11.89894930552925
2023-04-11,12.252176658571685
2023-04-12,12.620232032858015
2023-04-13,13.32633560367648
2023-04-14,13.740082556430968
2023-04-15,13.955541699984352
2023-04-16,13.661026363588396
2023-04-17,13.475235109367272
2023-04-18,13.397525905155069
2023-04-19,13.546480746921773
2023-04-20,14.097814134178801
2023-04-21,14.6030265853282
2023-04-22,14.980885531048965
2023-04-23,15.653284721994764
2023-04-24,15.906492049739962
2023-04-25,16.098306963961473
2023-04-26,15.876840902160005
2023-04-27,15.68069155126474
2023-04-28,15.612531257450257
2023-04-29,15.821480166187163
2023-04-30,16.267465774693108
2023-05-01,16.91087351084849
2023-05-02,17.28165892827134
2023-05-03,17.89488049786161
2023-05-04,17.993556953424697
2023-05-05,18.155232439299503
2023-05-06,18.013646974456186
2023-05-07,17.813785709282612
2023-05-08,17.756614408535917
2023-05-09,18.011203357223767
2023-05-10,18.34440946911812
2023-05-11,19.10823995571546
2023-05-12,19.45536933351376
2023-05-13,19.985807431266014
2023-05-14,19.94046383656197
2023-05-15,20.066422335192236
2023-05-16,20.009170285965794
2023-05-17,19.81231787970221
2023-05-18,19.76724586756551
2023-05-19,20.051856075081208
2023-05-20,20.268197645061342
2023-05-21,21.131237525272528
2023-05-22,21.438907858976705
2023-05-23,21.865506853458097
2023-05-24,21.69082453855602
2023-05-25,21.776565010428587
2023-05-26,21.805602344580375
2023-05-27,21.618356626211437
2023-05-28,21.58613354299788
2023-05-29,21.88434616871786
2023-05-30,21.983187386791833
2023-05-31,22.921422518954238
2023-06-01,23.17506986069785
2023-06-02,23.479928834759036
2023-06-03,23.194307448391257
2023-06-04,23.236531853696487
2023-06-05,23.35127319531339
2023-06-06,23.17991614045737
2023-06-07,23.160910842055202
2023-06-08,23.455992751801443
2023-06-09,23.440147895418416
2023-06-10,24.427482247138368
2023-06-11,24.61420253697597
2023-06-12,24.783084121861865
2023-06-13,24.40808270057563
2023-06-14,24.40478653753608
2023-06-15,24.602135452730256
2023-06-16,24.452450535320477
2023-06-17,24.446642237965488
2023-06-18,24.722038482890476
2023-06-19,24.59767155830659
2023-06-20,25.60670346196208
2023-06-21,25.71562249570742
2023-06-22,25.73835161132104
2023-06-23,25.29803985400817
2023-06-24,25.248564284796874
2023-06-25,25.523017071591074
2023-06-26,25.400122181338087
2023-06-27,25.407103081940676
2023-06-28,25.64692160912068
2023-06-29,25.423348248239442
2023-06-30,26.426180950864648
2023-07-01,26.448762894120986
2023-07-02,26.319504266734153
2023-07-03,25.83974350789896
2023-07-04,25.74478774128142
2023-07-05,26.08860729976051
2023-07-06,25.996808046343226
2023-07-07,26.01579728228728
2023-07-08,26.20527169839884
2023-07-09,25.89466962671886
