일시,평균기온
2023-01-01,-2.0329313660238966
2023-01-02,-2.648091272500682
2023-01-03,-2.8698469388168797
2023-01-04,-3.1970728206426733
2023-01-05,-3.547033865515782
2023-01-06,-3.5969432949406377
2023-01-07,-3.859880132522392
2023-01-08,-3.4945643687982244
2023-01-09,-3.6926099488139252
2023-01-10,-3.8024102142302865
2023-01-11,-3.845716928783359
2023-01-12,-3.5248682731133614
2023-01-13,-3.4044013252335916
2023-01-14,-3.2251116483939244
2023-01-15,-3.46300036366169
2023-01-16,-3.706802430633034
2023-01-17,-3.7175793743293597
2023-01-18,-3.7158829062049232
2023-01-19,-3.950382222391445
2023-01-20,-3.6440049222720154
2023-01-21,-3.7097199665111176
2023-01-22,-3.811184932648837
2023-01-23,-3.857107213574987
2023-01-24,-3.6974982707813564
2023-01-25,-3.485469873527759
2023-01-26,-3.3393772953390184
2023-01-27,-3.646926293258024
2023-01-28,-3.7273705325170585
2023-01-29,-3.50089301758202
2023-01-30,-3.471186528010066
2023-01-31,-3.6074845131370368
2023-02-01,-3.4914048958640587
2023-02-02,-3.396599278666468
2023-02-03,-3.49028337979761
2023-02-04,-3.5797435813246916
2023-02-05,-3.5668602204405357
2023-02-06,-3.4128513488399483
2023-02-07,-3.347698551979094
2023-02-08,-3.4540631400317805
2023-02-09,-3.4392566636231194
2023-02-10,-3.3045076025989535
2023-02-11,-3.2840483851431337
2023-02-12,-3.260476639978602
2023-02-13,-3.2519979285540654
2023-02-14,-3.1140851993379135
2023-02-15,-3.1948178017622446
2023-02-16,-3.245995118875122
2023-02-17,-3.294782529796405
2023-02-18,-3.2219765843116503
2023-02-19,-3.2156691591136424
2023-02-20,-3.143230918738814
2023-02-21,-3.0460670567777015
2023-02-22,-2.9999108819060405
2023-02-23,-3.0431690622685204
2023-02-24,-3.0531721112474863
2023-02-25,-3.067689784057541
2023-02-26,-2.9272924872223123
2023-02-27,-3.0120976327876368
2023-02-28,-3.0827273483182713
2023-03-01,-3.136455893077035
2023-03-02,-3.0527502288214143
2023-03-03,-3.032489728109826
2023-03-04,-2.9582377388738252
2023-03-05,-2.865347510837241
2023-03-06,-2.821815311808181
2023-03-07,-2.862205786742974
2023-03-08,-2.8715261614283447
2023-03-09,-2.8850645649190607
2023-03-10,-2.7538665746410764
2023-03-11,-2.8330743468428357
2023-03-12,-2.899038106194444
2023-03-13,-2.9492112041354708
2023-03-14,-2.8709801118802045
2023-03-15,-2.8520256123851255
2023-03-16,-2.7826271179079365
2023-03-17,-2.695815026225365
2023-03-18,-2.655117974508183
2023-03-19,-2.6928295702975937
2023-03-20,-2.701512531019103
2023-03-21,-2.7141364124727096
2023-03-22,-2.591533701771179
2023-03-23,-2.665512274973405
2023-03-24,-2.727117054081585
2023-03-25,-2.7739687156303416
2023-03-26,-2.7008528963981444
2023-03-27,-2.683118990611426
2023-03-28,-2.6182554981316852
2023-03-29,-2.537122585583828
2023-03-30,-2.4990748009558788
2023-03-31,-2.5342839307442797
2023-04-01,-2.542371757567816
2023-04-02,-2.5541416036395534
2023-04-03,-2.439569826097033
2023-04-04,-2.5086631776640926
2023-04-05,-2.56619577645839
2023-04-06,-2.609944630172891
2023-04-07,-2.5416083859619043
2023-04-08,-2.5250152715789884
2023-04-09,-2.4643892081940617
2023-04-10,-2.38856272427019
2023-04-11,-2.3529905332030356
2023-04-12,-2.385862012693871
2023-04-13,-2.393394201340252
2023-04-14,-2.4043665181020586
2023-04-15,-2.297298400793568
2023-04-16,-2.3618279010341223
2023-04-17,-2.4155562691862653
2023-04-18,-2.4564065725108137
2023-04-19,-2.3925362557173178
2023-04-20,-2.377009367455013
2023-04-21,-2.320342705703676
2023-04-22,-2.249474384816694
2023-04-23,-2.21621551854876
2023-04-24,-2.246903328105293
2023-04-25,-2.2539167729947303
2023-04-26,-2.264144347577279
2023-04-27,-2.1640872552929045
2023-04-28,-2.224353152936459
2023-04-29,-2.274527628499911
2023-04-30,-2.3126702121065863
2023-05-01,-2.2529727768252914
2023-05-02,-2.238442442428979
2023-05-03,-2.185475416177256
2023-05-04,-2.119239869005388
2023-05-05,-2.08814271430287
2023-05-06,-2.1167907109741946
2023-05-07,-2.1233198762423777
2023-05-08,-2.1328520212845454
2023-05-09,-2.039345680790879
2023-05-10,-2.095628490860883
2023-05-11,-2.1424829575251434
2023-05-12,-2.1780961076066045
2023-05-13,-2.122297756114782
2023-05-14,-2.1086988749657385
2023-05-15,-2.0591887796626462
2023-05-16,-1.9972819901848988
2023-05-17,-1.9682048893291155
2023-05-18,-1.9949474720915732
2023-05-19,-2.0010245513677014
2023-05-20,-2.0099073334031257
2023-05-21,-1.9225217072283651
2023-05-22,-1.9750835077248272
2023-05-23,-2.0188364760318365
2023-05-24,-2.0520867586223277
2023-05-25,-1.9999316767938369
2023-05-26,-1.9872034196317747
2023-05-27,-1.9409234913915474
2023-05-28,-1.8830614126724565
2023-05-29,-1.8558720094392969
2023-05-30,-1.880834740727261
2023-05-31,-1.8864898064124398
2023-06-01,-1.8947662592485788
