일시,평균기온
2023-01-01,-2.2769936396116943
2023-01-02,-2.4501904747421115
2023-01-03,-3.414106450239026
2023-01-04,0.9029787944982459
2023-01-05,-1.521874990745678
2023-01-06,-1.1225472226861846
2023-01-07,2.4871031894639306
2023-01-08,2.7016291836366495
2023-01-09,6.027032296430403
2023-01-10,6.333265694057029
2023-01-11,8.192169070105987
2023-01-12,7.728783479143354
2023-01-13,9.28764651084017
2023-01-14,11.067216374742056
2023-01-15,13.414019002407452
2023-01-16,14.148915513666086
2023-01-17,16.54444727916799
2023-01-18,16.821905927176868
2023-01-19,17.041874369521437
2023-01-20,19.38565078681071
2023-01-21,20.84983203993659
2023-01-22,22.062758346679928
2023-01-23,22.76482841206897
2023-01-24,23.749719194498688
2023-01-25,24.393387117014935
2023-01-26,24.62008298825731
2023-01-27,25.243834474030738
2023-01-28,26.235616014386913
2023-01-29,26.784707108431572
2023-01-30,27.712506128521373
2023-01-31,27.27090581251302
2023-02-01,27.451717851447626
2023-02-02,26.642688706996772
2023-02-03,24.69069699187302
2023-02-04,23.754061802035647
2023-02-05,22.484325263012096
2023-02-06,22.46197235865701
2023-02-07,21.563402155840222
2023-02-08,19.55968809864839
2023-02-09,17.852115316819457
2023-02-10,16.135268398677848
2023-02-11,13.379309939117174
2023-02-12,11.195672327714966
2023-02-13,12.036282087663047
2023-02-14,9.583407458423244
2023-02-15,8.136749135161452
2023-02-16,7.2550766611322635
2023-02-17,3.263671205416283
2023-02-18,-0.31492887399514036
2023-02-19,-0.22272351476619145
2023-02-20,-2.278598480092505
2023-02-21,-2.222233399597794
2023-02-22,-1.484464447005642
2023-02-23,-1.7654159287511073
2023-02-24,-2.839701852760656
2023-02-25,1.3903594893206135
2023-02-26,-1.1168636233236067
2023-02-27,-0.7854023906816179
2023-02-28,2.7922058056569248
2023-03-01,2.9226706459276133
2023-03-02,6.231013702031227
2023-03-03,6.494608177000327
2023-03-04,8.360147205882791
2023-03-05,7.850099759521527
2023-03-06,9.393858029847758
2023-03-07,11.15557974384379
2023-03-08,13.513326683992538
2023-03-09,14.216317919808331
2023-03-10,16.61007082075429
2023-03-11,16.857207596556556
2023-03-12,17.076546317360968
2023-03-13,19.40824484588843
2023-03-14,20.877699481543026
2023-03-15,22.09248497711638
2023-03-16,22.786282306483177
2023-03-17,23.771591337319922
2023-03-18,24.405075367356634
2023-03-19,24.640973621744045
